157.545,149.818,144.000,149.364,138.182,139.819,161.545,159.091,158.091,157.545,152.636,143.182,137.636,130.910,145.000,158.636,181.636,189.364,185.545,179.636,163.727,134.910,111.365,102.090,107.455,116.182,122.273,129.909
147.455,143.090,142.182,142.000,134.364,148.455,161.000,156.091,160.818,156.545,148.455,141.909,132.091,142.818,160.727,184.182,200.909,202.183,199.909,194.455,179.727,154.000,126.545,104.636,102.637,109.455,118.091,126.545
142.635,139.636,135.727,131.727,136.636,152.182,153.364,158.636,163.273,154.091,145.727,140.273,130.364,156.091,176.091,211.818,220.636,213.273,209.727,205.909,195.909,175.000,145.545,122.091,109.363,111.818,115.637,120.365
140.545,136.636,133.545,129.635,139.909,147.727,151.273,163.999,158.000,151.636,143.909,136.636,129.818,160.818,193.818,233.545,236.000,229.909,222.273,213.909,206.364,193.091,170.818,150.454,133.364,122.636,117.819,120.727
132.909,138.364,138.091,135.545,140.000,144.364,156.000,161.364,152.635,150.909,142.273,132.091,132.364,158.545,205.182,237.636,242.000,240.909,234.545,225.636,216.364,204.636,195.000,181.908,165.364,141.182,131.091,128.727
131.091,132.091,137.545,139.364,139.910,145.636,155.636,154.545,151.545,149.000,141.273,133.000,132.273,154.727,204.636,229.182,236.273,239.636,237.818,233.818,226.909,218.182,211.636,208.182,199.091,166.000,141.910,133.000
124.000,129.182,134.272,137.000,137.727,145.364,150.091,150.455,150.909,147.091,145.545,140.817,137.182,155.636,202.818,218.545,224.091,228.727,232.909,232.545,229.545,224.455,221.092,227.091,225.273,189.818,145.000,131.273
120.181,134.091,130.818,129.909,136.909,143.000,146.455,150.545,151.727,151.636,152.636,154.545,150.545,165.182,197.364,209.455,213.910,216.819,219.091,217.909,219.000,221.817,227.818,236.727,228.818,194.909,152.545,123.636
123.545,127.545,125.364,128.000,135.183,140.818,145.636,152.364,156.273,157.727,160.363,167.818,169.545,176.909,194.910,200.909,204.455,204.273,203.727,203.182,207.818,216.545,229.182,239.182,220.727,185.182,137.636,97.091
108.000,115.818,123.546,126.908,132.364,137.455,144.273,152.364,159.455,163.909,166.545,176.091,183.273,189.273,195.727,194.182,195.273,192.091,192.091,194.636,199.909,210.273,224.546,223.273,197.091,159.818,101.000,76.364
84.000,98.909,111.273,119.092,125.364,132.091,140.727,148.636,156.727,164.090,167.364,174.545,184.455,192.000,194.818,190.545,187.091,182.273,178.182,179.000,187.181,199.364,204.364,188.364,164.364,114.818,64.727,67.274
55.000,64.000,82.363,99.545,111.636,122.091,133.000,141.636,149.455,158.182,163.636,168.364,176.273,183.909,188.000,185.818,180.909,175.000,163.818,157.182,158.364,162.727,159.273,148.545,114.091,66.545,52.545,69.727
37.273,38.818,50.000,65.545,80.636,97.092,113.090,126.182,136.091,145.000,152.636,158.727,165.091,169.455,170.909,170.455,167.182,157.909,144.909,135.182,126.000,120.000,113.273,92.727,63.183,54.545,65.909,88.636
42.364,34.364,35.273,42.545,54.000,68.183,82.727,96.545,108.727,118.000,125.091,131.818,137.364,140.818,142.727,143.455,139.727,132.364,124.091,111.727,97.183,88.182,79.364,68.091,63.364,64.455,72.273,95.455
46.181,38.727,40.364,42.364,45.909,51.818,60.455,71.455,83.091,91.909,96.909,102.273,108.273,113.727,116.637,116.182,113.455,108.000,102.910,97.182,92.364,87.000,78.818,70.454,66.273,68.181,80.273,100.182
48.818,44.182,47.273,51.091,55.091,58.364,62.091,67.000,73.636,79.818,83.091,86.455,90.364,95.091,99.182,101.091,99.727,96.091,95.182,94.000,91.364,86.455,78.455,70.545,68.273,73.273,86.636,102.910
51.000,49.636,53.636,58.182,62.636,66.455,68.727,71.090,74.726,79.455,82.909,85.819,88.455,91.455,94.636,96.273,95.545,92.908,93.364,92.364,88.455,82.819,76.727,71.910,71.455,78.727,92.183,102.273
52.455,53.091,56.545,61.728,67.454,73.001,77.545,80.909,82.726,85.091,89.274,92.726,95.181,96.455,97.273,97.636,97.182,94.364,93.455,90.455,85.091,79.455,75.364,73.091,73.818,82.726,94.545,98.909
25.109,28.371,23.578,18.354,22.020,29.276,31.266,32.570,37.120,32.849,31.443,30.416,25.769,21.476,18.127,17.634,16.715,14.566,15.442,12.788,8.857,8.227,7.388,6.161,7.841,9.209,9.176,9.104
11.396,20.676,29.050,28.225,24.488,21.675,18.877,25.609,26.388,33.264,29.921,27.063,26.699,26.087,20.594,18.272,19.403,18.487,18.830,15.443,11.656,9.127,10.162,7.257,6.071,4.610,6.964,10.351
10.719,6.892,16.820,24.475,30.025,26.250,17.067,12.783,18.911,26.444,30.204,28.616,25.494,23.988,22.988,20.881,18.532,19.044,18.166,16.886,14.543,13.310,11.682,9.952,8.312,4.566,6.838,10.169
9.285,9.642,11.220,16.513,15.112,18.866,22.342,25.514,19.902,21.533,26.938,29.411,24.691,23.207,22.293,22.527,19.096,15.415,13.974,15.538,17.072,15.408,11.975,11.120,10.616,5.716,5.501,7.325
6.177,10.199,13.851,15.324,11.208,14.754,14.855,17.890,20.530,29.831,27.331,26.685,24.779,19.580,21.261,22.833,20.930,15.837,12.720,15.808,18.569,14.887,12.752,12.474,11.066,7.708,6.487,5.896
7.266,10.355,15.995,19.595,12.084,12.135,13.097,11.800,13.073,20.265,25.775,26.898,22.320,19.414,21.961,23.413,26.620,18.104,16.210,14.852,13.930,14.821,16.057,15.630,11.850,10.771,9.392,7.530
9.342,10.173,18.021,21.348,12.540,16.012,9.989,7.475,13.307,9.968,11.655,20.815,24.332,21.385,15.842,21.453,31.499,29.001,15.601,13.571,14.854,15.368,15.547,14.221,14.027,13.367,13.561,9.245
11.497,11.075,20.249,22.730,16.003,17.969,9.311,9.242,14.989,8.510,8.439,7.931,9.233,16.419,21.308,19.266,24.997,34.662,31.753,22.632,12.488,15.286,15.188,14.593,14.397,13.491,13.132,9.678
12.141,17.101,18.265,22.418,16.733,19.587,11.781,12.191,14.128,7.813,7.342,5.750,5.162,14.274,14.490,28.250,31.351,30.317,40.401,37.459,27.486,16.398,14.159,15.108,13.891,12.932,10.458,11.568
10.642,16.866,23.296,16.043,19.075,12.210,14.549,14.102,12.321,9.628,8.635,7.467,8.053,17.845,19.749,36.796,29.887,25.002,28.683,40.099,40.646,27.296,16.256,12.822,13.763,13.736,12.651,12.258
10.801,14.428,21.685,9.982,15.842,14.442,9.212,14.673,9.449,11.580,8.201,7.794,11.361,11.666,38.760,42.178,25.473,15.364,16.718,28.807,40.827,37.179,27.157,13.404,13.247,14.462,11.875,12.136
11.175,16.170,17.064,13.602,8.237,15.076,15.486,13.795,7.985,11.715,6.282,6.877,11.317,18.389,50.824,43.824,22.647,16.321,10.959,10.482,24.682,40.968,34.948,21.942,13.163,13.742,10.720,7.659
9.903,14.333,13.169,7.539,10.547,11.286,17.834,11.952,7.404,9.427,6.230,8.673,10.220,35.705,54.877,36.260,16.801,14.072,12.240,10.103,15.430,30.054,40.491,34.532,23.167,14.476,11.535,13.125
7.942,7.775,7.725,8.090,11.493,16.936,16.297,9.066,10.178,7.978,8.827,11.138,20.362,43.718,47.732,19.341,14.518,13.765,11.967,11.282,12.731,18.179,31.467,46.841,40.349,31.014,17.239,10.790
9.575,5.446,6.457,9.092,12.418,15.674,12.150,8.824,10.365,8.713,7.404,12.078,22.795,44.422,36.085,8.947,8.509,10.710,11.894,12.564,11.517,13.676,19.083,32.992,48.231,48.301,35.027,19.769
14.508,8.142,5.698,4.985,8.894,7.392,6.845,9.606,11.877,8.866,5.551,7.630,22.813,41.744,32.691,13.407,13.727,9.233,7.534,9.998,12.397,12.205,17.482,15.942,33.918,48.576,51.618,37.256
13.364,6.796,3.288,5.215,6.310,3.233,4.110,8.179,8.654,4.592,7.724,6.322,22.968,36.926,21.466,8.153,11.113,12.117,12.252,10.848,9.125,11.067,18.539,15.254,19.713,45.553,60.068,50.617
12.344,6.877,3.970,4.134,5.735,4.360,5.483,5.374,7.310,9.469,11.317,12.620,26.450,31.161,19.007,4.569,4.254,8.098,13.612,18.812,18.735,13.429,12.664,8.332,20.717,61.448,62.649,48.398
11.962,8.665,2.580,5.157,5.017,7.110,6.975,6.021,8.912,9.285,9.626,12.820,23.560,22.971,11.229,7.064,11.936,14.129,15.812,14.702,13.136,17.095,16.858,10.157,41.786,82.470,62.984,42.528
16.685,14.042,8.227,6.363,5.591,8.298,6.754,5.277,5.905,4.393,5.820,9.460,12.986,10.120,5.293,8.328,12.281,15.261,13.502,9.036,17.964,21.302,12.469,25.703,78.042,88.479,53.140,30.219
26.329,26.890,17.194,10.502,7.902,8.385,6.679,4.985,5.985,4.743,4.738,7.828,6.832,4.516,6.161,4.251,5.411,6.165,8.728,15.106,17.039,19.598,39.116,75.761,89.230,63.531,34.491,25.664
24.808,26.687,26.112,20.495,13.809,12.927,10.256,6.423,6.579,6.823,5.065,5.801,9.285,12.219,9.581,5.493,8.240,12.165,16.148,30.089,45.623,61.174,75.793,76.306,55.819,25.046,31.484,33.384
31.868,9.316,17.798,22.945,23.796,23.725,19.332,13.913,12.533,13.198,12.580,11.182,12.357,14.949,16.490,18.418,23.936,28.843,32.014,34.397,37.590,45.613,44.959,31.413,12.205,16.681,28.995,26.875
29.028,4.364,3.797,9.136,15.906,21.293,22.222,22.385,23.563,24.856,26.464,27.305,27.387,27.531,28.748,32.272,36.377,33.589,29.016,19.820,8.011,6.433,8.104,9.731,6.683,15.448,26.706,24.570
22.806,5.951,6.104,7.953,8.837,8.257,9.832,14.522,20.334,23.671,26.270,28.786,31.226,31.343,29.412,27.914,26.326,20.581,11.121,3.816,4.905,7.308,8.886,8.547,7.322,19.559,22.196,19.239
16.887,6.447,7.683,11.299,13.218,13.048,11.622,9.100,8.310,7.639,7.516,8.299,9.615,10.338,8.965,7.286,4.714,4.549,3.894,4.939,7.201,6.729,7.541,6.861,11.507,20.293,18.630,13.322
12.474,5.220,7.710,10.816,12.476,11.483,10.344,9.236,8.855,8.824,8.312,9.207,9.428,8.312,6.169,4.430,5.466,4.548,5.333,7.877,8.104,5.231,5.255,6.610,13.866,17.031,15.753,8.799
8.722,6.091,7.366,9.686,9.575,7.335,6.669,7.726,7.939,6.205,5.969,6.295,5.930,3.616,2.150,4.566,5.688,4.986,5.628,5.502,4.549,3.985,4.780,5.974,12.520,13.154,12.746,5.108
80.875,82.125,83.125,84.500,85.875,87.000,88.000,89.250,90.750,91.624,93.125,94.375,95.250,96.125,97.001,98.125,99.625,101.000,101.875,103.250,104.375,105.875,106.624,108.126,109.000,110.000,110.875,112.126
76.625,77.500,79.000,80.001,80.750,82.001,83.125,84.125,85.500,87.000,88.375,89.875,90.625,91.375,92.375,93.250,94.750,96.000,97.625,98.625,99.750,101.125,102.500,103.625,104.750,106.000,107.500,108.500
71.750,72.874,74.375,75.625,76.876,77.625,78.751,79.876,80.750,82.000,83.251,84.250,85.750,87.125,88.250,89.375,90.000,91.375,92.500,93.500,94.750,96.125,97.250,98.500,99.750,101.125,102.749,104.001
67.624,68.751,70.125,71.375,72.001,72.875,73.874,75.251,76.624,77.500,79.000,79.750,81.000,82.125,83.125,84.250,85.750,86.875,87.875,89.375,90.500,91.624,92.624,94.250,95.500,96.250,97.375,99.126
64.374,65.500,66.375,67.375,67.749,68.000,69.250,70.500,71.500,73.250,74.250,75.250,76.125,77.499,78.500,79.500,80.500,81.875,83.001,84.375,85.625,87.125,88.250,89.500,90.750,91.875,92.625,93.500
62.000,62.499,63.250,63.875,64.875,65.500,66.500,67.250,68.125,69.000,70.125,70.750,72.000,73.250,74.375,75.875,76.750,78.125,79.000,80.000,81.375,81.749,82.875,84.251,85.500,86.500,88.125,89.001
59.375,60.000,60.875,61.250,62.000,62.500,63.125,64.000,64.875,65.500,66.499,67.000,67.876,68.750,69.750,70.875,72.001,73.500,74.375,75.750,76.875,77.750,78.625,79.625,80.750,81.375,82.875,84.250
57.626,58.626,59.125,59.750,60.125,60.626,61.000,61.750,62.125,62.751,63.000,63.875,64.250,64.375,65.876,66.750,67.625,68.750,69.875,70.625,71.875,72.875,74.000,75.125,76.375,77.250,77.875,79.126
57.750,58.249,58.875,59.625,59.375,59.875,60.501,61.125,61.125,61.000,61.375,62.125,62.375,62.374,63.125,64.000,64.751,65.375,65.875,67.125,68.000,68.250,69.375,70.125,71.125,72.125,73.375,74.250
58.249,58.625,59.501,60.000,59.750,59.750,60.000,60.374,60.375,60.125,59.875,60.250,61.000,60.750,61.000,61.500,62.000,63.000,63.374,64.249,64.875,65.500,66.125,66.250,67.000,68.125,69.125,70.000
59.125,59.375,60.375,60.501,60.500,60.125,60.249,60.249,60.125,59.626,59.375,59.626,60.000,60.125,60.125,60.501,60.750,61.500,62.000,62.250,63.125,63.625,63.875,64.249,64.750,65.250,66.375,67.125
59.750,60.124,60.875,61.375,61.125,60.750,60.750,60.750,60.750,60.249,60.124,60.124,60.124,60.376,60.625,60.750,60.750,60.374,61.000,61.249,61.626,61.875,62.001,62.125,63.000,63.000,63.625,64.250
61.000,61.501,62.249,62.750,62.124,62.000,62.000,62.000,61.875,61.750,61.626,61.626,61.626,61.374,61.500,61.375,61.375,60.875,61.000,61.124,61.500,61.500,61.750,61.750,62.000,62.250,62.750,62.875
62.249,62.501,63.501,63.875,63.626,63.125,63.125,63.125,62.875,62.750,62.501,62.501,62.375,62.000,62.000,61.875,61.875,62.000,61.875,62.124,62.750,62.250,62.500,62.124,62.501,62.501,62.625,62.875
63.124,63.501,64.249,64.875,64.751,64.249,64.249,64.249,64.000,63.626,63.249,63.249,63.249,63.125,63.000,62.875,62.875,62.875,63.000,63.000,63.375,63.501,63.626,63.249,63.249,63.375,63.375,63.375
63.875,64.125,64.875,65.626,65.499,65.125,65.125,65.125,65.000,64.750,64.501,64.501,64.501,64.501,64.501,64.501,64.501,64.501,64.501,64.501,64.501,64.625,64.625,64.501,64.501,64.501,64.375,64.249
64.000,64.249,65.000,65.626,66.000,65.875,65.875,65.875,65.625,65.250,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.125,65.249,65.249
64.000,64.249,65.000,65.625,66.249,66.375,66.375,66.375,66.125,65.875,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.750,65.875,66.124,66.249
64.000,64.249,65.000,65.626,66.501,67.000,67.000,67.000,66.875,66.374,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.249,66.375,66.750,67.000
64.000,64.249,65.000,65.501,66.125,66.499,66.499,66.499,66.751,66.750,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,66.875,67.000,67.124,67.250,67.250,67.500,67.625
64.000,64.249,65.000,65.501,66.000,66.000,66.000,66.000,66.249,66.750,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,66.875,67.000,67.125,67.249,67.626,68.000,68.000
64.000,64.249,65.000,65.501,66.000,66.000,66.000,66.000,66.249,66.750,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,66.751,66.751,66.626,67.000,67.250,67.625,67.750
64.000,64.249,65.000,65.501,66.000,66.000,66.000,66.000,66.249,66.750,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,66.499,66.625,66.125,66.374,66.626,67.125,67.500
64.000,64.249,65.000,65.626,66.000,66.000,66.000,66.000,66.249,66.750,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,67.000,66.499,66.375,65.875,66.000,66.375,66.875,67.125
62.875,63.125,64.000,64.625,65.125,65.375,65.375,65.375,65.625,66.125,66.375,66.375,66.499,66.751,66.875,67.000,67.000,67.000,67.000,67.000,67.000,66.875,66.751,66.625,66.625,66.750,66.875,66.875
62.000,62.249,63.249,64.000,64.125,64.375,64.375,64.375,64.625,65.250,65.499,65.499,65.625,65.751,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000,66.000
62.000,62.249,63.249,64.000,64.000,63.875,63.875,63.875,64.125,64.750,65.000,65.000,65.000,65.501,65.626,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875,65.875
57.625,57.875,58.750,59.375,58.875,58.500,58.500,58.500,58.875,59.375,59.750,59.750,59.875,60.125,60.251,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375,60.375
5.890,5.817,5.817,6.094,6.128,6.590,6.590,6.066,5.651,5.780,5.330,5.371,5.338,5.515,5.237,5.330,5.630,5.452,5.463,4.862,4.658,4.581,4.689,4.121,4.175,4.175,3.833,3.871
5.756,5.631,5.707,5.580,5.750,5.879,5.842,5.514,5.398,5.904,5.878,5.489,5.705,5.503,5.503,5.522,5.231,5.707,5.181,5.236,5.284,5.643,5.319,5.503,5.175,4.811,4.840,4.840
6.182,6.128,5.805,6.186,5.891,5.527,5.497,5.540,5.574,5.732,5.776,6.088,5.726,5.618,5.775,5.605,5.426,5.804,5.831,5.904,5.874,5.841,5.874,5.880,5.897,5.842,5.751,5.503
5.012,4.891,5.194,5.069,5.237,5.914,5.792,5.726,5.680,6.164,5.606,5.419,5.757,5.642,5.436,5.750,5.726,5.792,5.592,5.553,5.631,5.501,5.501,5.625,5.529,5.776,5.756,5.643
4.138,4.140,4.373,4.808,4.621,4.342,4.713,4.721,4.811,5.338,5.285,5.285,5.384,5.236,4.928,4.781,4.810,5.026,4.986,5.317,5.396,5.515,5.092,5.399,5.203,5.249,5.344,5.318
2.618,2.928,3.371,3.682,3.564,4.105,4.035,4.200,4.290,4.070,4.015,4.234,4.408,4.495,4.896,4.704,4.652,4.611,4.629,4.140,4.207,4.862,4.612,4.772,4.840,4.928,5.249,5.043
2.387,2.268,2.696,2.916,2.725,2.777,2.800,3.070,2.748,3.506,3.855,4.070,4.121,4.334,4.201,4.155,4.141,4.309,4.341,4.527,4.390,4.527,4.565,4.718,4.949,4.984,4.881,4.744
1.408,1.408,1.246,1.753,1.727,1.847,1.772,2.187,2.167,2.712,3.071,3.091,3.013,2.974,3.720,3.846,3.926,4.234,3.907,4.103,4.191,4.121,4.106,4.189,4.240,4.683,4.704,4.764
0.707,0.706,0.641,0.743,0.744,0.992,1.069,0.834,1.246,1.691,1.922,2.100,1.996,1.995,2.474,2.726,2.815,3.335,3.044,3.357,3.780,4.131,3.998,3.758,4.051,4.389,4.373,4.027
0.706,0.518,0.535,0.756,0.706,0.463,0.000,0.518,1.061,0.992,0.991,1.035,1.309,1.581,1.513,1.691,1.999,2.204,2.200,2.187,2.356,2.976,3.091,2.867,3.463,3.641,3.871,4.035
0.640,0.743,0.743,0.755,0.755,0.640,0.463,0.463,0.640,0.743,0.518,0.743,1.069,0.991,0.641,0.755,1.035,1.604,1.415,1.282,1.642,1.408,1.885,1.581,1.982,1.982,2.504,2.417
0.463,0.834,1.126,0.743,0.354,0.463,0.463,0.463,0.463,0.886,0.834,0.834,0.834,0.916,0.518,0.463,0.463,0.517,0.000,0.886,0.916,1.126,1.309,0.835,1.195,1.195,1.599,1.488
0.925,0.755,1.035,1.036,0.991,0.755,0.755,0.755,0.641,0.887,0.743,0.743,0.743,0.743,0.534,0.517,0.517,0.641,0.755,0.641,0.925,0.756,0.707,0.886,0.926,0.886,0.886,0.835
1.035,0.755,0.755,0.992,0.916,0.991,0.991,0.991,0.835,0.887,0.755,0.755,0.743,0.534,0.534,0.354,0.354,0.534,0.641,1.246,1.389,0.886,0.535,0.991,1.069,0.926,0.744,0.354
0.834,0.925,0.706,0.835,0.706,0.706,0.706,0.706,0.534,0.743,0.706,0.706,0.706,0.640,0.755,0.834,0.834,0.834,0.925,1.195,0.916,0.755,0.518,0.886,1.165,0.743,0.744,0.517
0.354,0.641,0.354,0.517,0.534,0.640,0.640,0.640,0.534,0.887,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.518,0.518,0.755,0.755,0.755,0.518,0.463
0.000,0.463,0.000,0.517,0.000,0.354,0.354,0.354,0.517,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.354,0.463,0.463
0.000,0.463,0.000,0.518,0.463,0.517,0.517,0.517,0.354,0.641,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.641,0.834,0.706
0.000,0.463,0.000,0.517,0.534,0.000,0.000,0.000,0.354,0.517,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.744,0.887,0.756
0.000,0.463,0.000,0.534,0.354,0.535,0.535,0.535,0.463,0.463,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.535,0.641,0.886,0.887,0.756,0.518
0.000,0.463,0.000,0.534,0.000,0.000,0.000,0.000,0.463,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.354,0.000,0.354,0.706,0.916,0.756,0.534
0.000,0.463,0.000,0.534,0.000,0.000,0.000,0.000,0.463,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.463,0.463,0.518,0.926,0.886,0.744,0.463
0.000,0.463,0.000,0.534,0.000,0.000,0.000,0.000,0.463,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.755,0.518,0.834,0.743,1.061,0.834,0.756
0.000,0.463,0.000,0.517,0.000,0.000,0.000,0.000,0.463,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.755,0.916,0.834,0.926,0.917,1.126,0.834
0.991,0.991,0.925,0.743,0.834,0.518,0.518,0.518,0.518,0.641,0.518,0.518,0.535,0.463,0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.354,0.706,0.744,0.744,0.463,0.835,0.835
0.000,0.463,0.463,0.000,0.354,0.518,0.518,0.518,0.518,0.706,0.535,0.535,0.517,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.463,0.463,0.000,0.000,0.354,0.354,0.354,0.641,0.463,0.000,0.000,0.000,0.534,0.517,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354
12.374,12.483,12.837,13.082,12.889,12.728,12.728,12.728,12.889,13.103,13.242,13.242,13.291,13.390,13.035,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082,13.082
